characters_araber;Araber_verkleidet
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_5;You're interested in that bit, aren't you?
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_6_direction;Ohi with blinking eye
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_6;You caught me out.
sequences_arzt_top_a01_arzt_zeitung_tseq#8;[The doctor takes the newspaper, then he gives Ohi a part of it. The rest he lays down again.]
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_8;Here you go.
sequences_arzt_top_a01_arzt_zeitung_tseq#11;[The doctor gives Ohi a part of the newspaper. The rest he lays down again.]
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_9;Dankeschön.
spokentexts_arzt_ex_1_st_1;I made the acquaintance of Dr. Gebhardt on the platform in Zurich.
spokentexts_arzt_talk_mit_1_st_1;Hello, Dr. Gebhardt!
sequences_arzt_talk_mit_1#2;[The doctor lowers the newspaper and goes into his talk-status-Idle.]
spokentexts_arzt_talk_mit_1_st_2;Ah! Mr...
spokentexts_arzt_talk_mit_1_st_3;Zellner.
spokentexts_arzt_talk_mit_1_st_4;Right! Right. How can I help you?
sequences_arzt_talk_mit_2#2;[The doctor lowers the newspaper and goes into his talk-status-Idle.]
spokentexts_arzt_talk_mit_2_st_2;Ah! Mr. Zellner.
sequences_arzt_talk_mit_2#4;[Dialogue between Ohi and Doctor starts.]
spokentexts_arzt_talk_mit_3_st_1;I'd better let him read his newspaper if I don't have any pressing questions.
texts_baronin_top_a01_baronin_einbruch_im_museum_tseq_title;Burglary at the museum
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_1;Have you heard about the burglary at the British Museum?
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_2;Heard about it?!
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_3;I'm directly affected by it!
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_4_direction;irritated
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_4;How so?
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_5;"I'm in charge of the ""Friends of the British Museum"" and for you information, I'm financing the exhibition."
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_6;Exhibition? What exhibition?
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_7;The exhibition in Cairo! Where did you think we were going?
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_9;The Eyes of the Sphinx were supposed to be exhibited together for the first time in decades.
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_10;Now that one of them is gone, the exhibition will be rather less sensational than we'd hoped.
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_11;On the other hand there's a chance that all the uproar will generate more attention and that the exhibition will still be a great success!
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_12;Perhaps. But we wanted to show them BOTH TOGETHER. That was the whole point.
texts_baronin_top_a01_baronin_mitreisende_tseq_title;Fellow passengers
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_1;Can you tell me anything about your fellow passengers, Baroness?
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_2;No, not really. I could hardly care who's penned up in here with me.
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_3;No, no, no - wait a minute....
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_4;Lucien is here. The professor.
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_5;Poor fellow. The Eye of the Sphinx that was stolen belonged to his collection.
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_6_direction;surprised
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_6;Professor Lucien is an Egyptologist?
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_7_direction;laughing
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_7;But of course!
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_8;As director of the Egyptian Department of the British Museum, he has to be!
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_10;The whole burglary thing really upset him. 
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_11;Director Thomas told me he was a nervous wreck.
texts_baronin_top_a01_baronin_verabschiedung_tseq_title;Say goodbye
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_1;I'll take my leave of you now, Baroness, and I do hope your journey becomes more bearable.
sequences_baronin_top_a01_baronin_verabschiedung_tseq#1;[Ohi taps his head.]
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_2_direction;sarcastic laugh
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_2;Ha!
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_3;Yes, indeed, Inspector.
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_4;Constable.
sequences_baronin_top_a01_baronin_verabschiedung_tseq#5;[Ohi makes a little bow in the direction of Butler.]
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_5;James.
sequences_baronin_top_a01_baronin_verabschiedung_tseq#7;[Ohi leaves the wagon.]
texts_baronin_top_a01_baronin_zweck_der_reise_tseq_title;Purpose of the trip
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_1;May I ask you where this beautiful train is taking you?
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_2;To the madhouse, I'm afraid.
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_3;One is close to the brink of insanity, with this constant shaking and rattling!
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_4;Have you ever tried flying, Baroness?
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_7_direction;contemptuous snort
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_7;Pfff!
sequences_baronin_top_a01_baronin_zweck_der_reise_tseq#7;[The Baroness makes a dismiss gesture.]
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_8;Do you know how little luggage one is permitted upon an aeroplane?
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_9;It defies all reason - and good taste.
texts_butler_mo_ex_1;Look at the butler
texts_butler_mo_talk_mit_1-2;Talk to the butler
texts_butler_top_a01_butler_andere_mitreisende_tseq_title;Other passengers
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_1;If I might ask you a few questions about your fellow passengers...
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_2_direction;loud on the background
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_2;I thought he was looking for my purse!
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_3_direction;quietly, to Butler
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_3;James! Tell him to look for my purse.
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_4;The baroness wishes that you search for her purse.
sequences_butler_top_a01_butler_andere_mitreisende_tseq#4;[Ohi looks past the butler, tries to talk directly with the Baroness.]
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_5_direction;loud
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_5;But couldn't we perhaps...
sequences_butler_top_a01_butler_andere_mitreisende_tseq#6;[The butler shook his head as if to announce to Ohi, that there is no point.]
sequences_butler_top_a01_butler_andere_mitreisende_tseq#7;[Ohi looks back to Butler.]
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_6_direction;fits to his fate
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_6;All right. First the purse.
texts_butler_top_a01_butler_beruf_des_butlers_tseq_title;Butler's career
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_1;"Isn't ""butler"" an odd choice of career?"
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_2;Butler... many would say it's a strange job.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_3;It is true that I am one of a dying breed, sir.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_4;The war claimed a generation of butlers.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_5;Have you been to war as well?
sequences_butler_top_a01_butler_beruf_des_butlers_tseq#5;[Ohi points to the arm of the butler.]
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_6;Indeed, Sir. I was a groom for a cavalry officer.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_7;When you British talk about war, one is never sure which war you mean. It seems the situation hasn't changed much since the Thirty Years' War, has it?
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_8_direction;slightly angry
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_8;Shrapnel from a bomb dropped by a Fokker would not have wounded me in the Thirty Year's War, sir.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_9_direction;apologetically
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_9;No. Of course not.
texts_butler_top_a01_butler_die_baronin_tseq_title;The baroness
spokentexts_butler_top_a01_butler_die_baronin_tseq_st_15;What can you tell me about the baroness?
spokentexts_butler_top_a01_butler_die_baronin_tseq_st_10;Nothing, sir.
spokentexts_butler_top_a01_butler_die_baronin_tseq_st_11;A butler does not tattle.
texts_butler_top_a01_butler_gestohlene_brieftasche_tseq_title;Lost purse
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_1;You're missing a purse? Was it stolen?
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_2;At the very least, I cannot find it, sir.
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_3_direction;loud on the background
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_3;It was stolen!
sequences_butler_top_a01_butler_gestohlene_brieftasche_tseq#3;[Ohi looks past the butler, tries to talk directly with the Baroness.]
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_4_direction;laut
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_4;When did you...
sequences_butler_top_a01_butler_gestohlene_brieftasche_tseq#5;[Ohi is clear that this will not work. He looks back to Butler.]
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_5_direction;quietly, to Butler
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_5;When was the last time the Baroness saw her purse?
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_6_direction;loud from behind, did not understand
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_6;What?!
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_7;In Zurich, on the platform, sir.
sequences_butler_top_a01_butler_gestohlene_brieftasche_tseq#9;[Ohi looks past the butler, tries to talk directly with the Baroness.]
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_8_direction;loud
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_8;I just asked where you last saw your purse...
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_9_direction;loud from behind
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_9;In Zurich, on the platform.
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_10_direction;quietly, to Butler
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_10;James, tell him that I still had it when I got out to stretch my legs.
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_11;The Baroness says...
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_12_direction;loud
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_12;Maybe you lost it there?
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_14;The baroness never looses anything, sir.
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_15_direction;loud from behind
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_15;I never lose anything.
sequences_butler_top_a01_butler_gestohlene_brieftasche_tseq#18;[Ohi looks back to the Butler.]
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_16;Very well then. I shall be on the lookout for your purse.
texts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_title;Is James his real name?
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_1;If you you'll pardon a rather odd question...
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_2;"Are you really named ""James""?"
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_3;That would be a lucky coincidence in your line of work.
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_4;My name, sir, is Clive Alfred Inch.
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_5_direction;irritated
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_5;"Your second name is ""Alfred"" yet the baroness calls you ""James""?"
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_6;"Madam considers ""James"" to be the only forename suited to a butler. Sir."
texts_butler_top_a01_butler_verabschieden_tseq_title;Say goodbye
spokentexts_butler_top_a01_butler_verabschieden_tseq_st_1;I, err, will have a look around.
spokentexts_butler_top_a01_butler_verabschieden_tseq_st_2;Thank you, sir.
sequences_butler_top_a01_butler_verabschieden_tseq#2;[Ohi takes a step back.]
sequences_butler_top_a01_butler_verabschieden_tseq#3;[The Butler closes the door.]
texts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_title;Burglary in London
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_1;Where did you and the baroness board the train?
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_2;In Paris, sir.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_3;The baroness was there on behalf of a charity that she's supported for many years.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_4;So you weren't in London when they broke into the British Museum?
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_5_direction;considered
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_5;We may have been, actually. We left for Dover bright and early the morning after the burglary.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_6;But it was in Paris when we first we heard of it. The morning paper in London didn't mention the unfortunate event, sir.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_7_direction;impressed
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_7;And just two days later you're on a train bound for Switzerland! The baroness certainly gets around.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_8;Indeed, sir. we're practically always on the go.
spokentexts_butler_ex_1_st_1;The butler, this James, seems to have escaped the baroness.
sequences_butler_ex_1#2;[The butler is the whole time at the poster and studied it (idle).]
spokentexts_butler_talk_mit_1_st_1;Good day to you, sir.
sequences_butler_talk_mit_1#2;[The butler turns around, goes into his talk-status Idle.]
spokentexts_butler_talk_mit_1_st_2;Can I be of any assistance, sir?
spokentexts_butler_talk_mit_1_st_3;I wanted to ask you a few questions.
spokentexts_butler_talk_mit_2_st_1;Hello.
sequences_butler_talk_mit_2#2;[The butler turns around.]
spokentexts_butler_talk_mit_2_st_2;Yes, sir?
sequences_butler_talk_mit_2#4;[Dialogue between Ohi and the professor will start.]
spokentexts_butler_talk_mit_3_st_1;I don't think he can tell me anything more of interest.
texts_ermittler_top_a01__der_erbe_des_raben_tseq_title;The Raven' Heir
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_1;"What do you know of this ""Raven's Heir""?"
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_2_direction;outraged excitedly
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_2;He tried to blow me up!
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_3_direction;sympathetic but firm
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_3;Robert.
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_4;We don't know who we're dealing with yet.
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_5;"In any event, the ""New Raven"" is a more dangerous man than the old one."
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_6;How do you know that it's a man? It could just as easily be a woman!
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_7;Or even several men?
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_8;"And anyway, how do you know that it's a ""new"" Raven?"
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_9_direction;surprised, irritated
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_9;Monsieur?!
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_10_direction;appease
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_10;Never mind.
texts_ermittler_top_a01_ermittler_constabler_tseq_title;Constable Robert Oliver
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_1;Constable Robert Oliver... Is it possible that I read your name in the newspaper?
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_2_direction;with pride
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_2;Could be sir, could very well be.
spokentexts_ermittler_top_a01_ermittler_constabler_tseq_st_3;Robert was there when the first Eye of the Sphinx was stolen.
